id,rarity rank,background,gender,skin,tattoos,hat,hair,hairColor,clothes,bling,mouth,glass,facial
1328,3936,Light Purple,Female,Shade 3,None,None,Mohawk,Blonde,White Tee,None,Pipe,None,None
1329,1491,Pink,Male,Shade 1,None,None,Spikey,Platinum,White Tee,Black Choker,Vape,Sunglasses,Half Goat
1330,4687,Turquoise,Male,Shade 6,None,None,Crew Cut,Platinum,White Tank,None,None,None,None
1331,4804,Green,Male,Shade 6,None,None,Shaggy,Brown,White Tee,None,None,None,None
1332,2175,Blue,Male,Shade 6,None,Forwards Cap,Hat,Red,Ripped Up Tee,None,Hydration Pack,3D Glasses,None
1333,4677,Pine,Male,Shade 3,None,None,Top Dreads,Black,Button up,None,None,None,None
1334,944,Pine,Female,Shade 5,None,Beanie,Hat,Brown,Collard Tee,Silver Cuban,Vape,Shutter Shades,None
1335,4013,Mauve,Male,Shade 1,None,None,Mullet,Red,Button up,None,Septum Piercing,None,None
1336,3777,Lavender,Female,Shade 7,None,None,Top Dreads,Platinum,Rags,None,Blunt,None,None
1337,4361,Blue,Female,Shade 7,None,None,Crew Cut,Red,White Tank,None,None,None,None
1338,1348,Orange,Male,Shade 1,None,Backwards Hat,Hat,Brown,Ripped Up Tee,Gold Cuban,Quellazaire,None,Handlebars
1339,4883,Mauve,Male,Shade 4,None,None,Shaggy,Brown,Hoodie,None,None,None,None
1340,2921,Pine,Male,Shade 5,None,None,Mohawk,Red,Hoodie,Silver Cuban,Cigarette,Designer Shades 2,None
1341,3681,Deco,Female,Shade 1,None,None,Mullet,Red,Hawaiian Shirt,None,None,Eyepatch,None
1342,2050,Lavender,Male,Shade 5,None,None,Shaggy,Blonde,Button up,Silver Cuban,Vape,Designer Shades,Sideburns
1343,1762,Turquoise,Male,Shade 3,None,None,Shaggy,Blonde,White Tee,Pearl Necklace,Cigarette,Sunglasses,Quarter Goat
1344,325,Sand,Male,Shade 4,None,Horns,Hat,Red,Camo Tee,Pink Choker,Hay,Designer Shades,Sideburns
1345,3955,Green,Male,Shade 4,None,None,Top Dreads,Blonde,Rags,None,Pipe,None,None
1346,1061,Green,Male,Shade 2,None,Winter Hat,Hat,Green,Leather Jacket,None,Surgical Mask,Eyepatch,Chinstrap
1347,582,Sand,Male,Shade 3,None,Sweatband,Hat,Platinum,Button up,Pink Choker,Cigarette,Silver Piercings,Handlebars
1348,1526,Blue,Male,Shade 7,None,None,Dreads,Brown,Ripped Up Tee,Black Choker,Pipe,Eyepatch,5 o'clock
1349,3360,Blue,Female,Shade 3,None,None,Dreads,Black,Button up,None,Cigarette,Silver Piercings,None
1350,2700,Blue,Male,Shade 6,None,None,Crew Cut,Red,White Tee,Gold Cuban,None,Steampunk Shades,Handlebars
1351,2707,Pine,Male,Shade 3,None,None,Bald,Blonde,Turtleneck,None,Quellazaire,Designer Shades,Handlebars
1352,482,Green,Male,Shade 4,None,Beanie,Hat,Red,Dirty Tee,Pearl Necklace,Quellazaire,Eyepatch,Quarter Goat
1353,3984,Mauve,Female,Shade 6,None,None,Shoulder Length,Blonde,Rags,None,None,None,None
1354,4184,Orange,Female,Shade 1,None,None,Shoulder Length,Brown,Zip Up Hoodie,None,None,None,None
1355,2488,Turquoise,Female,Shade 4,None,None,Bowl Cut,Brown,White Tank,Silver Cuban,Septum Piercing,Reading Glasses,None
1356,2410,Mauve,Female,Shade 5,None,None,Spikey,Blonde,Hoodie,Gold Cuban,Vape,Designer Shades 2,None
1357,3941,Pink,Female,Shade 6,None,None,Crew Cut,Black,Hoodie,None,Pipe,None,None
1358,1684,Lavender,Male,Shade 5,None,Sweatband,Hat,Brown,Turtleneck,None,Snake Bites,Steampunk Shades,5 o'clock
1359,3457,Pink,Male,Shade 2,None,None,Dreads,Blonde,Collard Tee,None,None,Eyepatch,Sideburns
1360,3335,Deco,Female,Shade 7,None,None,Bowl Cut,Red,Zip Up Hoodie,None,Snake Bites,Designer Shades,None
1361,4972,Turquoise,Male,Shade 6,None,None,Mullet,Black,Zip Up Hoodie,None,None,None,None
1362,441,Mauve,Male,Shade 3,None,Bucket Hat,Hat,Brown,Dirty Tee,Black Choker,Septum Piercing,3D Glasses,Chinstrap
1363,2470,Pink,Female,Shade 6,None,None,Buzzed Braids,Black,Button up,Gold Cuban,Pipe,Designer Shades 2,None
1364,760,Light Purple,Male,Shade 1,None,Horns,Hat,Platinum,Button up,Gold Cuban,Quellazaire,Sunglasses,5 o'clock
1365,2003,Lavender,Female,Shade 3,None,Beanie,Hat,Blonde,Collard Tee,None,Septum Piercing,Future Shades,None
1366,1951,Lavender,Male,Shade 6,None,None,Mohawk,Red,White Tee,Silver Cuban,Quellazaire,Bridge Piercing,Pencil Jaw
1367,251,Blue,Male,Shade 5,None,Cowboy Hat,Hat,Green,Leather Jacket,Pink Choker,Septum Piercing,Gold Piercings,Sideburns
1368,1958,Sand,Male,Shade 5,None,None,Bowl Cut,Black,White Tee,Black Choker,Septum Piercing,Reading Glasses,Half Goat
1369,71,Orange,Male,Shade 5,Street Tats,Bucket Hat,Hat,Brown,Ripped Up Tee,Gold Cuban,Respirator Mask,Cyborg Glasses,Handlebars
1370,375,Sand,Female,Shade 3,None,Winter Hat,Hat,Green,Leather Jacket,Silver Cuban,Hay,Gold Piercings,None
1371,2450,Mauve,Female,Shade 7,None,None,Buzzed Braids,Black,Button up,Silver Cuban,Blunt,Designer Shades 2,None
1372,2106,Pink,Female,Shade 4,None,Sweatband,Hat,Brown,Collard Tee,None,Pipe,Steampunk Shades,None
1373,342,Green,Male,Shade 7,None,Bucket Hat,Hat,Pink,Hoodie,Gold Cuban,Quellazaire,Cyborg Glasses,Sideburns
1374,480,Mauve,Male,Shade 6,None,Bucket Hat,Hat,Pink,Striped Tee,Pink Choker,Blunt,Designer Shades,None
1375,1496,Deco,Male,Shade 5,None,Backwards Hat,Hat,Blonde,Turtleneck,None,Quellazaire,Silver Piercings,Full Goat
1376,696,Yellow,Female,Shade 3,None,Beanie,Hat,Blonde,Hawaiian Shirt,Black Choker,Surgical Mask,Sunglasses,None
1377,684,Sand,Female,Shade 6,None,Horns,Hat,Brown,Hoodie,Bling,Blunt,Shutter Shades,None
1378,343,Pine,Male,Shade 3,None,Winter Hat,Hat,Platinum,Leather Jacket,Pink Choker,Blunt,Future Shades,Quarter Goat
1379,1276,Pine,Female,Shade 5,None,Horns,Hat,Platinum,Hawaiian Shirt,Pink Choker,Vape,None,None
1380,4065,Lavender,Female,Shade 6,None,None,Bowl Cut,Blonde,Festival Top,None,None,None,None
1381,4132,Lavender,Male,Shade 7,None,None,Top Dreads,Black,Hoodie,None,Cigarette,None,None
1382,2736,Yellow,Male,Shade 1,None,None,Bowl Cut,Brown,Button up,Gold Cuban,Blunt,Reading Glasses,None
1383,1929,Mauve,Female,Shade 2,None,None,Dreads,Platinum,White Tank,Pearl Necklace,Cigarette,Sunglasses,None
1384,3683,Lavender,Female,Shade 1,None,None,Spikey,Platinum,Cut Off Sleeves,None,Surgical Mask,None,None
1385,3562,Deco,Male,Shade 5,None,None,Buzzed Braids,Red,Zip Up Hoodie,Silver Cuban,Blunt,None,None
1386,727,Turquoise,Male,Shade 4,None,Bucket Hat,Hat,Brown,Cut Off Sleeves,Gold Cuban,Cigarette,Steampunk Shades,Pencil Jaw
1387,1335,Yellow,Male,Shade 3,None,None,Spikey,Blonde,Striped Tee,Gold Cuban,Snake Bites,Silver Piercings,Chinstrap
1388,275,Turquoise,Male,Shade 2,None,Horns,Hat,Green,White Tee,Pink Choker,Wizard Pipe,Designer Shades,5 o'clock
1389,4117,Lavender,Female,Shade 5,None,None,Mullet,Black,Rags,None,None,None,None
1390,3270,Orange,Female,Shade 2,None,None,Dreads,Red,Turtleneck,None,Septum Piercing,Designer Shades 2,None
1391,1572,Green,Female,Shade 2,None,Winter Hat,Hat,Platinum,Turtleneck,None,Wizard Pipe,Cyborg Glasses,None
1392,2800,Light Purple,Female,Shade 4,None,None,Spikey,Blonde,Button up,Gold Cuban,None,Gold Piercings,None
1393,2278,Orange,Male,Shade 6,None,Winter Hat,Hat,Blonde,White Tee,Gold Cuban,Respirator Mask,None,None
1394,2418,Green,Female,Shade 7,None,None,Mullet,Black,Zip Up Hoodie,Gold Cuban,Blunt,Sunglasses,None
1395,2323,Turquoise,Male,Shade 7,None,None,Mullet,Red,Zip Up Hoodie,Gold Cuban,Septum Piercing,Reading Glasses,5 o'clock
1396,613,Turquoise,Male,Shade 4,None,Winter Hat,Hat,Black,Zip Up Hoodie,Pearl Necklace,Vape,Future Shades,Stache
1397,4078,Mauve,Male,Shade 1,None,None,Top Dreads,Red,White Tee,None,Cigarette,None,None
1398,1447,Yellow,Female,Shade 5,None,None,Buzzed Braids,Platinum,Collard Tee,Black Choker,Hay,Gold Piercings,None
1399,2783,Mauve,Male,Shade 6,None,Sweatband,Hat,Brown,White Tee,None,Hydration Pack,None,Half Goat
1400,2864,Sand,Male,Shade 1,None,None,Crew Cut,Red,Hoodie,Gold Cuban,Cigarette,Reading Glasses,None
1401,3714,Blue,Female,Shade 1,None,None,Mohawk,Brown,Collard Tee,None,None,Bridge Piercing,None
1402,322,Pine,Female,Shade 3,None,Forwards Cap,Hat,Blue,White Tee,Pink Choker,Hydration Pack,Bridge Piercing,None
1403,1494,Blue,Male,Shade 7,None,None,Shaggy,Platinum,Zip Up Hoodie,Black Choker,Quellazaire,Future Shades,Quarter Goat
1404,340,Light Purple,Male,Shade 3,None,Bucket Hat,Hat,Brown,Leather Jacket,Pearl Necklace,Hay,Cyborg Glasses,5 o'clock
1405,880,Turquoise,Male,Shade 6,None,Sweatband,Hat,Green,White Tee,Black Choker,Snake Bites,Eyepatch,None
1406,3860,Yellow,Female,Shade 1,None,None,Buzzed Braids,Brown,Button up,None,Pipe,None,None
1407,4093,Orange,Female,Shade 1,None,None,Mullet,Blonde,Festival Top,None,None,None,None
1408,3069,Orange,Female,Shade 2,None,None,Spikey,Brown,Turtleneck,None,Vape,Eyepatch,None
1409,1467,Turquoise,Male,Shade 6,None,None,Bald,Black,Dirty Tee,Black Choker,Cigarette,Bridge Piercing,Pencil Jaw
1410,1432,Pink,Male,Shade 5,None,Beanie,Hat,Brown,Turtleneck,None,Surgical Mask,Silver Piercings,Dapper Stache
1411,202,Mauve,Female,Shade 2,Emo Lover Tats,Winter Hat,Hat,Platinum,White Tee,Gold Cuban,None,Eyepatch,None
1412,175,Green,Female,Shade 1,Street Tats,Winter Hat,Hat,Brown,Ripped Up Tee,Black Choker,None,Bridge Piercing,None
1413,3094,Deco,Male,Shade 6,None,None,Mohawk,Blonde,Shirtless,None,Blunt,Designer Shades 2,5 o'clock
1414,4607,Deco,Male,Shade 2,None,None,Bald,Blonde,Zip Up Hoodie,None,None,None,None
1415,3479,Sand,Male,Shade 6,None,None,Buzzed Braids,Brown,Rags,None,Blunt,Reading Glasses,None
1416,2344,Blue,Male,Shade 7,None,None,Bowl Cut,Red,Cut Off Sleeves,Black Choker,None,Bridge Piercing,Pencil Jaw
1417,3528,Blue,Male,Shade 5,None,None,Mullet,Blonde,Ripped Up Tee,None,None,Sunglasses,Quarter Goat
1418,3510,Blue,Female,Shade 2,None,None,Bowl Cut,Blonde,Button up,None,Cigarette,Designer Shades 2,None
1419,2271,Deco,Female,Shade 1,None,None,Bowl Cut,Red,White Tee,Gold Cuban,Snake Bites,Gold Piercings,None
1420,1057,Deco,Female,Shade 4,None,Forwards Cap,Hat,Brown,Zip Up Hoodie,Gold Cuban,Hay,Bridge Piercing,None
1421,3872,Sand,Female,Shade 6,None,None,Buzzed Braids,Black,White Tank,None,Pipe,None,None
1422,2138,Turquoise,Female,Shade 6,None,None,Bowl Cut,Blonde,Camo Tee,Silver Cuban,Septum Piercing,Gold Piercings,None
1423,3537,Light Purple,Male,Shade 3,None,None,Crew Cut,Platinum,Rags,None,Pipe,Reading Glasses,None
1424,4275,Green,Female,Shade 7,None,None,Top Dreads,Red,Button up,None,None,None,None
1425,2629,Pine,Female,Shade 6,None,None,Mullet,Platinum,Ripped Up Tee,Pearl Necklace,None,Designer Shades 2,None
1426,2477,Yellow,Male,Shade 5,None,None,Crew Cut,Black,White Tee,Black Choker,Surgical Mask,Silver Piercings,None
1427,536,Turquoise,Female,Shade 6,None,Sweatband,Hat,Red,Camo Tee,Pink Choker,Wizard Pipe,Sunglasses,None
1428,1030,Yellow,Male,Shade 4,None,Backwards Hat,Hat,Platinum,Ripped Up Tee,Pearl Necklace,None,Silver Piercings,Full Goat
1429,82,Deco,Female,Shade 3,Street Tats,Bucket Hat,Hat,Platinum,Ripped Up Tee,Pink Choker,Surgical Mask,Designer Shades,None
1430,4147,Deco,Female,Shade 1,None,None,Mohawk,Blonde,Festival Top,None,None,None,None
1431,2235,Light Purple,Female,Shade 1,None,None,Mohawk,Brown,White Tee,Black Choker,Blunt,Bridge Piercing,None
1432,4619,Sand,Male,Shade 1,None,None,Top Dreads,Platinum,White Tank,None,None,None,None
1433,2952,Blue,Male,Shade 2,None,None,Buzzed Braids,Blonde,Shirtless,None,Cigarette,Designer Shades 2,Sideburns
1434,4936,Light Purple,Male,Shade 2,None,None,Crew Cut,Black,Hoodie,None,None,None,None
1435,3540,Pink,Male,Shade 2,None,None,Bowl Cut,Platinum,White Tee,Gold Cuban,Blunt,None,None
1436,3971,Green,Female,Shade 2,None,None,Shoulder Length,Brown,Rags,None,None,None,None
1437,531,Sand,Male,Shade 3,None,Forwards Cap,Hat,Black,Collard Tee,Pink Choker,Cigarette,Designer Shades 2,Lined Up Soul Patch
1438,1605,Mauve,Male,Shade 7,None,None,Top Dreads,Platinum,Camo Tee,Silver Cuban,Vape,Steampunk Shades,Quarter Goat
1439,3184,Sand,Female,Shade 6,None,None,Shoulder Length,Blonde,White Tank,Silver Cuban,Vape,None,None
1440,1334,Turquoise,Male,Shade 7,None,Sweatband,Hat,Red,Camo Tee,Pearl Necklace,Pipe,None,Chinstrap
1441,247,Orange,Male,Shade 2,None,Trucker Hat,Hat,Green,Collard Tee,Black Choker,Hay,Designer Shades,Lined Up Soul Patch
1442,182,Orange,Male,Shade 7,Lazy Boy Tats,Forwards Cap,Hat,Brown,Hawaiian Shirt,None,Hay,Gold Piercings,Half Goat
1443,3007,Blue,Male,Shade 1,None,None,Mohawk,Red,Turtleneck,None,Pipe,Steampunk Shades,Quarter Goat
1444,963,Lavender,Male,Shade 3,None,Backwards Hat,Hat,Red,Dirty Tee,Bling,Respirator Mask,None,Full Goat
1445,3824,Mauve,Female,Shade 4,None,None,Mohawk,Platinum,Hoodie,None,None,Reading Glasses,None
1446,805,Yellow,Male,Shade 6,None,Beanie,Hat,Brown,White Tee,Black Choker,Cigarette,Steampunk Shades,Chinstrap
1447,2365,Orange,Male,Shade 7,None,Backwards Hat,Hat,Red,Rags,None,Blunt,Eyepatch,None
1448,438,Sand,Female,Shade 6,None,Cowboy Hat,Hat,Blue,Hoodie,Gold Cuban,Wizard Pipe,Silver Piercings,None
1449,2686,Light Purple,Male,Shade 3,None,None,Bowl Cut,Black,Button up,Silver Cuban,None,Bridge Piercing,Quarter Goat
1450,2604,Lavender,Female,Shade 5,None,None,Mohawk,Brown,Hoodie,Gold Cuban,Cigarette,Designer Shades 2,None
1451,2406,Lavender,Male,Shade 4,None,None,Mohawk,Blonde,Zip Up Hoodie,Silver Cuban,Pipe,Designer Shades 2,5 o'clock
1452,3721,Blue,Male,Shade 6,None,None,Mullet,Black,White Tank,None,Blunt,Reading Glasses,None
1453,2449,Lavender,Female,Shade 3,None,None,Bowl Cut,Platinum,Hoodie,Gold Cuban,Septum Piercing,Reading Glasses,None
1454,3347,Pink,Female,Shade 3,None,None,Mohawk,Brown,Button up,Silver Cuban,Pipe,None,None
1455,2715,Pine,Female,Shade 2,None,Forwards Cap,Hat,Brown,Striped Tee,None,None,Silver Piercings,None
1456,4627,Turquoise,Male,Shade 7,None,None,Bald,Black,White Tee,None,None,None,None
1457,3515,Light Purple,Male,Shade 3,None,None,Top Dreads,Platinum,Shirtless,None,Vape,Designer Shades 2,None
1458,2769,Pine,Female,Shade 1,None,None,Crew Cut,Black,Leather Jacket,Pink Choker,Pipe,None,None
1459,1284,Blue,Female,Shade 3,None,Beanie,Hat,Blonde,Leather Jacket,Pearl Necklace,None,Bridge Piercing,None
1460,1906,Pink,Female,Shade 2,None,Forwards Cap,Hat,Brown,Dirty Tee,None,Surgical Mask,Silver Piercings,None
1461,1362,Green,Female,Shade 1,None,Beanie,Hat,Blonde,Cut Off Sleeves,Black Choker,None,Designer Shades,None
1462,578,Light Purple,Male,Shade 4,None,Winter Hat,Hat,Brown,Collard Tee,Silver Cuban,Cigarette,Future Shades,Dapper Stache
1463,261,Blue,Male,Shade 4,None,Trucker Hat,Hat,Rainbow,Collard Tee,Black Choker,Cigarette,Sunglasses,Lined Up Soul Patch
1464,2896,Pine,Male,Shade 4,None,None,Mullet,Red,Camo Tee,None,Septum Piercing,Bridge Piercing,Full Goat
1465,4011,Pine,Female,Shade 3,None,None,Shaggy,Red,Dress,None,None,None,None
1466,621,Blue,Male,Shade 6,None,Beanie,Hat,Brown,Cut Off Sleeves,Silver Cuban,Surgical Mask,Designer Shades,Quarter Goat
1467,188,Light Purple,Male,Shade 1,Street Tats,Sweatband,Hat,Blonde,Ripped Up Tee,None,Wizard Pipe,Sunglasses,Sideburns
1468,54,Deco,Male,Shade 3,Lazy Boy Tats,Trucker Hat,Hat,Brown,Hoodie,Bling,Hay,Future Shades,Chinstrap
1469,826,Lavender,Female,Shade 7,None,Bucket Hat,Hat,Red,Dirty Tee,Black Choker,Pipe,Future Shades,None
1470,4790,Sand,Male,Shade 3,None,None,Bowl Cut,Black,White Tee,None,None,None,None
1471,4794,Green,Male,Shade 7,None,None,Top Dreads,Red,White Tee,None,None,None,None
1472,2102,Turquoise,Male,Shade 7,None,None,Mullet,Brown,Hoodie,Gold Cuban,Snake Bites,Reading Glasses,Half Goat
1473,2254,Turquoise,Male,Shade 6,None,None,Mohawk,Black,White Tank,Pink Choker,Wizard Pipe,Designer Shades,None
1474,809,Pink,Male,Shade 4,None,Backwards Hat,Hat,Blonde,Ripped Up Tee,Silver Cuban,Cigarette,Reading Glasses,Chinstrap
1475,2186,Lavender,Male,Shade 5,None,None,Mullet,Red,Button up,Silver Cuban,Cigarette,Designer Shades 2,Chinstrap
1476,2888,Orange,Male,Shade 1,None,None,Dreads,Black,Turtleneck,None,Surgical Mask,Designer Shades 2,Half Goat
1477,2134,Orange,Male,Shade 3,None,Horns,Hat,Red,Striped Tee,Silver Cuban,Surgical Mask,None,None
1478,1375,Mauve,Female,Shade 5,None,None,Buzzed Braids,Brown,Camo Tee,Pearl Necklace,Snake Bites,Cyborg Glasses,None
1479,2110,Yellow,Male,Shade 2,None,None,Bowl Cut,Rainbow,Dirty Tee,Silver Cuban,Surgical Mask,None,Handlebars
1480,3808,Orange,Male,Shade 6,None,None,Buzzed Braids,Red,White Tee,None,Pipe,None,5 o'clock
1481,3469,Turquoise,Male,Shade 7,None,None,Mohawk,Brown,Button up,Gold Cuban,None,Designer Shades 2,None
1482,3864,Orange,Male,Shade 2,None,None,Bald,Blonde,Shirtless With Tats,None,Cigarette,None,None
1483,2542,Pink,Male,Shade 1,None,None,Dreads,Platinum,Hoodie,Black Choker,None,Steampunk Shades,5 o'clock
1484,4580,Green,Male,Shade 6,None,None,Bald,Platinum,Zip Up Hoodie,None,None,None,None
1485,4073,Blue,Male,Shade 4,None,None,Shaggy,Black,Button up,None,Cigarette,None,None
1486,2272,Green,Male,Shade 7,None,Backwards Hat,Hat,Red,Hoodie,Gold Cuban,None,Eyepatch,None
1487,1710,Lavender,Female,Shade 6,None,Beanie,Hat,Platinum,Dress,None,Quellazaire,Eyepatch,None
1488,2907,Green,Male,Shade 2,None,None,Shaggy,Black,Zip Up Hoodie,Silver Cuban,Cigarette,Reading Glasses,None
1489,806,Lavender,Male,Shade 7,None,Winter Hat,Hat,Brown,Hoodie,Silver Cuban,Hay,Steampunk Shades,5 o'clock
1490,1471,Turquoise,Male,Shade 1,None,Sweatband,Hat,Platinum,Cut Off Sleeves,None,Quellazaire,Sunglasses,Pencil Jaw
1491,495,Turquoise,Male,Shade 2,None,Winter Hat,Hat,Red,Striped Tee,Pink Choker,Blunt,Reading Glasses,Sideburns
1492,1423,Sand,Female,Shade 6,None,None,Shaggy,Platinum,Dirty Tee,Pearl Necklace,Hydration Pack,Eyepatch,None
1493,1867,Sand,Male,Shade 4,None,Forwards Cap,Hat,Brown,Turtleneck,None,Blunt,Designer Shades 2,Chinstrap
1494,1889,Deco,Male,Shade 4,None,None,Crew Cut,Red,White Tank,Black Choker,Cigarette,Designer Shades,Pencil Jaw
1495,2223,Blue,Female,Shade 6,None,None,Mullet,Platinum,White Tee,Pearl Necklace,Vape,Designer Shades 2,None
1496,2407,Yellow,Female,Shade 4,None,None,Crew Cut,Black,White Tee,Black Choker,Vape,Designer Shades 2,None
1497,3036,Green,Male,Shade 2,None,None,Mohawk,Black,Turtleneck,None,Cigarette,Steampunk Shades,Sideburns
1498,3573,Mauve,Male,Shade 7,None,None,Bowl Cut,Black,Turtleneck,None,None,Gold Piercings,Sideburns
1499,616,Turquoise,Male,Shade 2,None,Backwards Hat,Hat,Blonde,White Tank,Pearl Necklace,Vape,3D Glasses,Full Goat
1500,1767,Turquoise,Female,Shade 6,None,Sweatband,Hat,Red,Hawaiian Shirt,Silver Cuban,Snake Bites,None,None
1501,4134,Deco,Female,Shade 7,None,None,Mohawk,Brown,Festival Top,None,None,None,None
1502,2052,Green,Female,Shade 1,None,None,Mullet,Platinum,White Tank,Pearl Necklace,Vape,Eyepatch,None
1503,1928,Pink,Female,Shade 4,None,Sweatband,Hat,Black,Dress,None,Pipe,Shutter Shades,None
1504,3579,Pink,Male,Shade 3,None,None,Crew Cut,Platinum,Hoodie,Gold Cuban,Vape,None,None
1505,1007,Pine,Female,Shade 1,None,Sweatband,Hat,Platinum,Ripped Up Tee,Silver Cuban,Cigarette,Bridge Piercing,None
1506,518,Turquoise,Male,Shade 2,None,Forwards Cap,Hat,Black,Dirty Tee,Pink Choker,Pipe,Steampunk Shades,Handlebars
1507,3842,Sand,Female,Shade 6,None,None,Buzzed Braids,Blonde,Button up,None,Septum Piercing,None,None
1508,4969,Green,Male,Shade 6,None,None,Mohawk,Black,White Tank,None,None,None,None
1509,755,Light Purple,Female,Shade 7,None,Cowboy Hat,Hat,Blonde,Striped Tee,Silver Cuban,Wizard Pipe,Designer Shades,None
1510,2995,Pine,Female,Shade 1,None,Sweatband,Hat,Red,Turtleneck,None,Surgical Mask,None,None
1511,3910,Sand,Male,Shade 5,None,None,Mullet,Red,White Tee,None,None,Designer Shades,None
1512,746,Yellow,Male,Shade 1,None,Sweatband,Hat,Platinum,Striped Tee,Silver Cuban,Cigarette,Sunglasses,Quarter Goat
1513,4545,Turquoise,Female,Shade 2,None,None,Mohawk,Red,Zip Up Hoodie,None,None,None,None
1514,697,Pine,Female,Shade 3,None,Forwards Cap,Hat,Green,Collard Tee,Gold Cuban,Pipe,Designer Shades 2,None
1515,2082,Pine,Female,Shade 1,None,None,Mullet,Blonde,White Tee,Pearl Necklace,Septum Piercing,Eyepatch,None
1516,2848,Lavender,Male,Shade 6,None,None,Shaggy,Black,Hoodie,Gold Cuban,Blunt,Reading Glasses,None
1517,1922,Sand,Female,Shade 3,None,None,Buzzed Braids,Platinum,Hoodie,Pearl Necklace,Vape,Steampunk Shades,None
1518,2144,Yellow,Female,Shade 2,None,Forwards Cap,Hat,Platinum,White Tank,None,Surgical Mask,Steampunk Shades,None
1519,1597,Blue,Male,Shade 5,None,None,Bowl Cut,Brown,Collard Tee,Black Choker,Septum Piercing,Designer Shades 2,Quarter Goat
1520,2730,Light Purple,Male,Shade 2,None,None,Top Dreads,Platinum,Turtleneck,None,Surgical Mask,Gold Piercings,Full Goat
1521,1271,Turquoise,Female,Shade 1,None,Sweatband,Hat,Pink,Rags,None,Quellazaire,Sunglasses,None
1522,4107,Green,Male,Shade 5,None,None,Mullet,Blonde,White Tee,None,Pipe,None,None
1523,3900,Deco,Male,Shade 7,None,None,Shaggy,Platinum,Shirtless With Tats,None,Pipe,None,None
1524,2124,Mauve,Female,Shade 4,None,None,Bowl Cut,Brown,Cut Off Sleeves,Gold Cuban,Cigarette,Silver Piercings,None
1525,1391,Yellow,Male,Shade 7,None,Forwards Cap,Hat,Blonde,White Tee,Silver Cuban,Cigarette,3D Glasses,None
1526,4024,Orange,Male,Shade 5,None,None,Crew Cut,Black,Button up,None,Blunt,None,None
1527,4586,Lavender,Male,Shade 4,None,None,Bald,Blonde,White Tank,None,None,None,None
1528,4036,Pine,Male,Shade 7,None,None,Mullet,Blonde,White Tee,None,Vape,None,None
1529,2636,Pine,Male,Shade 6,None,None,Dreads,Brown,Hoodie,Silver Cuban,None,Sunglasses,Pencil Jaw
1530,1733,Turquoise,Male,Shade 5,None,None,Dreads,Platinum,Leather Jacket,Silver Cuban,Vape,Designer Shades 2,Quarter Goat
1531,361,Sand,Female,Shade 2,None,Cowboy Hat,Hat,Pink,Hawaiian Shirt,Gold Cuban,Snake Bites,Bridge Piercing,None
1532,1729,Mauve,Male,Shade 5,None,None,Dreads,Blonde,White Tank,Black Choker,Pipe,Bridge Piercing,Full Goat
