id,rarity rank,background,gender,skin,tattoos,hat,hair,hairColor,clothes,bling,mouth,glass,facial,nftID
1495,2223,Blue,Female,Shade 6,None,None,Mullet,Platinum,White Tee,Pearl Necklace,Vape,Designer Shades 2,None,0
1496,2407,Yellow,Female,Shade 4,None,None,Crew Cut,Black,White Tee,Black Choker,Vape,Designer Shades 2,None,3272
1497,3036,Green,Male,Shade 2,None,None,Mohawk,Black,Turtleneck,None,Cigarette,Steampunk Shades,Sideburns,0
1498,3573,Mauve,Male,Shade 7,None,None,Bowl Cut,Black,Turtleneck,None,None,Gold Piercings,Sideburns,2123
1499,616,Turquoise,Male,Shade 2,None,Backwards Hat,Hat,Blonde,White Tank,Pearl Necklace,Vape,3D Glasses,Full Goat,3436
1500,1767,Turquoise,Female,Shade 6,None,Sweatband,Hat,Red,Hawaiian Shirt,Silver Cuban,Snake Bites,None,None,0
1501,4134,Deco,Female,Shade 7,None,None,Mohawk,Brown,Festival Top,None,None,None,None,5132
1502,2052,Green,Female,Shade 1,None,None,Mullet,Platinum,White Tank,Pearl Necklace,Vape,Eyepatch,None,0
1503,1928,Pink,Female,Shade 4,None,Sweatband,Hat,Black,Dress,None,Pipe,Shutter Shades,None,2655
1504,3579,Pink,Male,Shade 3,None,None,Crew Cut,Platinum,Hoodie,Gold Cuban,Vape,None,None,5360
1505,1007,Pine,Female,Shade 1,None,Sweatband,Hat,Platinum,Ripped Up Tee,Silver Cuban,Cigarette,Bridge Piercing,None,1292
1506,518,Turquoise,Male,Shade 2,None,Forwards Cap,Hat,Black,Dirty Tee,Pink Choker,Pipe,Steampunk Shades,Handlebars,42
1507,3842,Sand,Female,Shade 6,None,None,Buzzed Braids,Blonde,Button up,None,Septum Piercing,None,None,0
1508,4969,Green,Male,Shade 6,None,None,Mohawk,Black,White Tank,None,None,None,None,5139
1509,755,Light Purple,Female,Shade 7,None,Cowboy Hat,Hat,Blonde,Striped Tee,Silver Cuban,Wizard Pipe,Designer Shades,None,3962
1510,2995,Pine,Female,Shade 1,None,Sweatband,Hat,Red,Turtleneck,None,Surgical Mask,None,None,2932
1511,3910,Sand,Male,Shade 5,None,None,Mullet,Red,White Tee,None,None,Designer Shades,None,1194
1512,746,Yellow,Male,Shade 1,None,Sweatband,Hat,Platinum,Striped Tee,Silver Cuban,Cigarette,Sunglasses,Quarter Goat,2356
1513,4545,Turquoise,Female,Shade 2,None,None,Mohawk,Red,Zip Up Hoodie,None,None,None,None,0
1514,697,Pine,Female,Shade 3,None,Forwards Cap,Hat,Green,Collard Tee,Gold Cuban,Pipe,Designer Shades 2,None,0
1515,2082,Pine,Female,Shade 1,None,None,Mullet,Blonde,White Tee,Pearl Necklace,Septum Piercing,Eyepatch,None,2796
1516,2848,Lavender,Male,Shade 6,None,None,Shaggy,Black,Hoodie,Gold Cuban,Blunt,Reading Glasses,None,3147
1517,1922,Sand,Female,Shade 3,None,None,Buzzed Braids,Platinum,Hoodie,Pearl Necklace,Vape,Steampunk Shades,None,1958
1518,2144,Yellow,Female,Shade 2,None,Forwards Cap,Hat,Platinum,White Tank,None,Surgical Mask,Steampunk Shades,None,5007
1519,1597,Blue,Male,Shade 5,None,None,Bowl Cut,Brown,Collard Tee,Black Choker,Septum Piercing,Designer Shades 2,Quarter Goat,1911
1520,2730,Light Purple,Male,Shade 2,None,None,Top Dreads,Platinum,Turtleneck,None,Surgical Mask,Gold Piercings,Full Goat,1360
1521,1271,Turquoise,Female,Shade 1,None,Sweatband,Hat,Pink,Rags,None,Quellazaire,Sunglasses,None,3263
1522,4107,Green,Male,Shade 5,None,None,Mullet,Blonde,White Tee,None,Pipe,None,None,4955
1523,3900,Deco,Male,Shade 7,None,None,Shaggy,Platinum,Shirtless With Tats,None,Pipe,None,None,3776
1524,2124,Mauve,Female,Shade 4,None,None,Bowl Cut,Brown,Cut Off Sleeves,Gold Cuban,Cigarette,Silver Piercings,None,0
1525,1391,Yellow,Male,Shade 7,None,Forwards Cap,Hat,Blonde,White Tee,Silver Cuban,Cigarette,3D Glasses,None,949
1526,4024,Orange,Male,Shade 5,None,None,Crew Cut,Black,Button up,None,Blunt,None,None,2119
1527,4586,Lavender,Male,Shade 4,None,None,Bald,Blonde,White Tank,None,None,None,None,6131
1528,4036,Pine,Male,Shade 7,None,None,Mullet,Blonde,White Tee,None,Vape,None,None,5503
1529,2636,Pine,Male,Shade 6,None,None,Dreads,Brown,Hoodie,Silver Cuban,None,Sunglasses,Pencil Jaw,2005
1530,1733,Turquoise,Male,Shade 5,None,None,Dreads,Platinum,Leather Jacket,Silver Cuban,Vape,Designer Shades 2,Quarter Goat,1099
1531,361,Sand,Female,Shade 2,None,Cowboy Hat,Hat,Pink,Hawaiian Shirt,Gold Cuban,Snake Bites,Bridge Piercing,None,3599
1532,1729,Mauve,Male,Shade 5,None,None,Dreads,Blonde,White Tank,Black Choker,Pipe,Bridge Piercing,Full Goat,0
1533,2975,Deco,Male,Shade 4,None,None,Spikey,Blonde,Turtleneck,None,Cigarette,Designer Shades 2,Handlebars,5206
1534,2324,Turquoise,Female,Shade 7,None,Forwards Cap,Hat,Blue,Turtleneck,None,None,Designer Shades,None,4009
1535,3822,Pine,Female,Shade 5,None,None,Crew Cut,Red,Ripped Up Tee,None,Vape,None,None,3971
1536,2190,Mauve,Male,Shade 2,None,Sweatband,Hat,Blonde,Zip Up Hoodie,None,Quellazaire,Reading Glasses,5 o'clock,1118
1537,4079,Deco,Male,Shade 2,None,None,Top Dreads,Red,Zip Up Hoodie,None,Pipe,None,None,0
1538,2633,Blue,Male,Shade 1,None,None,Shaggy,Platinum,Hoodie,Pink Choker,Quellazaire,None,5 o'clock,0
1539,3913,Yellow,Female,Shade 2,None,None,Crew Cut,Black,Zip Up Hoodie,None,Septum Piercing,None,None,68
1540,4478,Pink,Male,Shade 1,None,None,Top Dreads,Red,Shirtless,None,None,None,None,6044
1541,1672,Turquoise,Male,Shade 5,None,Beanie,Hat,Brown,Turtleneck,None,Cigarette,Shutter Shades,Chinstrap,0
1542,3506,Orange,Female,Shade 3,None,None,Shaggy,Brown,White Tank,None,Vape,Designer Shades 2,None,3737
1543,1797,Sand,Male,Shade 7,None,None,Top Dreads,Blonde,White Tee,Black Choker,Cigarette,Silver Piercings,Sideburns,3264
1544,4808,Green,Male,Shade 7,None,None,Bowl Cut,Red,White Tee,None,None,None,None,477
1545,2064,Light Purple,Female,Shade 1,None,None,Spikey,Brown,Hoodie,Black Choker,Cigarette,Gold Piercings,None,0
1546,1040,Lavender,Female,Shade 1,None,Winter Hat,Hat,Red,Button up,Silver Cuban,Snake Bites,Steampunk Shades,None,5055
1547,2462,Green,Female,Shade 3,None,None,Mohawk,Blonde,Hoodie,Silver Cuban,Blunt,Sunglasses,None,4060
1548,4426,Mauve,Female,Shade 3,None,None,Mullet,Black,White Tank,None,None,None,None,4966
1549,3616,Pink,Male,Shade 4,None,None,Dreads,Red,Button up,None,Cigarette,Eyepatch,None,0
1550,1698,Blue,Male,Shade 4,None,None,Top Dreads,Red,Zip Up Hoodie,Pearl Necklace,Snake Bites,Reading Glasses,Pencil Jaw,2339
1551,2960,Lavender,Female,Shade 1,None,None,Dreads,Platinum,Ripped Up Tee,Silver Cuban,Septum Piercing,None,None,5158
1552,3731,Turquoise,Female,Shade 3,None,None,Top Dreads,Platinum,White Tank,Gold Cuban,None,None,None,0
1553,2266,Orange,Male,Shade 6,None,Trucker Hat,Hat,Platinum,Turtleneck,None,Surgical Mask,Gold Piercings,None,3473
1554,2490,Deco,Female,Shade 2,None,None,Dreads,Red,Zip Up Hoodie,Silver Cuban,Pipe,Reading Glasses,None,0
1555,3358,Sand,Male,Shade 6,None,None,Dreads,Brown,White Tee,Gold Cuban,None,Reading Glasses,None,6197
1556,813,Turquoise,Female,Shade 3,None,Cowboy Hat,Hat,Blonde,White Tee,Black Choker,Hydration Pack,Bridge Piercing,None,5891
1557,2317,Mauve,Male,Shade 4,None,None,Top Dreads,Red,Hoodie,Silver Cuban,Septum Piercing,Designer Shades 2,5 o'clock,5395
1558,3636,Light Purple,Male,Shade 6,None,None,Dreads,Black,Zip Up Hoodie,Silver Cuban,None,None,5 o'clock,0
1559,524,Lavender,Female,Shade 1,None,Cowboy Hat,Hat,Red,Cut Off Sleeves,Pink Choker,Wizard Pipe,Reading Glasses,None,3189
1560,84,Blue,Male,Shade 7,Street Tats,Trucker Hat,Hat,Green,Zip Up Hoodie,Black Choker,Pipe,Reading Glasses,5 o'clock,1887
1561,3084,Light Purple,Female,Shade 1,None,None,Bowl Cut,Red,White Tank,Silver Cuban,None,Designer Shades 2,None,0
1562,3560,Turquoise,Male,Shade 1,None,None,Top Dreads,Red,Shirtless,None,Blunt,Reading Glasses,None,3701
1563,706,Pink,Female,Shade 6,None,Winter Hat,Hat,Black,White Tank,Pearl Necklace,Hay,Shutter Shades,None,0
1564,576,Sand,Female,Shade 6,None,Sweatband,Hat,Blonde,Dirty Tee,Pearl Necklace,Hay,Shutter Shades,None,2783
1565,3586,Light Purple,Male,Shade 1,None,None,Crew Cut,Red,Button up,Gold Cuban,Vape,None,None,0
1566,1998,Lavender,Female,Shade 5,None,None,Dreads,Brown,Ripped Up Tee,Silver Cuban,Vape,Sunglasses,None,2390
1567,1407,Pine,Male,Shade 2,None,None,Bowl Cut,Brown,Ripped Up Tee,Silver Cuban,Snake Bites,Steampunk Shades,Stache,4215
1568,481,Turquoise,Male,Shade 3,None,Trucker Hat,Hat,Red,White Tee,Pink Choker,Hydration Pack,Reading Glasses,Full Goat,0
1569,2432,Deco,Female,Shade 5,None,None,Shoulder Length,Blonde,Zip Up Hoodie,Gold Cuban,Cigarette,Reading Glasses,None,0
1570,1713,Deco,Male,Shade 3,None,None,Mullet,Brown,Hoodie,Pearl Necklace,Vape,Eyepatch,Pencil Jaw,0
1571,698,Blue,Female,Shade 2,None,Forwards Cap,Hat,Green,Zip Up Hoodie,Pearl Necklace,Pipe,Reading Glasses,None,2187
1572,3032,Pink,Female,Shade 1,None,None,Mullet,Black,Dress,None,Vape,Future Shades,None,0
1573,3830,Lavender,Female,Shade 7,None,None,Crew Cut,Blonde,Zip Up Hoodie,None,None,Reading Glasses,None,0
1574,3802,Deco,Male,Shade 6,None,None,Buzzed Braids,Red,Zip Up Hoodie,None,Septum Piercing,None,5 o'clock,2143
1575,2526,Green,Female,Shade 4,None,None,Mullet,Blonde,White Tank,Gold Cuban,Vape,Reading Glasses,None,3443
1576,3875,Light Purple,Female,Shade 1,None,None,Mullet,Platinum,Hoodie,None,Vape,None,None,4921
1577,2108,Deco,Male,Shade 3,None,None,Mohawk,Platinum,Button up,Black Choker,Cigarette,Designer Shades 2,5 o'clock,2059
1578,1791,Yellow,Female,Shade 7,None,Forwards Cap,Hat,Brown,White Tee,Gold Cuban,None,Steampunk Shades,None,2109
1579,1708,Lavender,Female,Shade 2,None,None,Mullet,Platinum,Ripped Up Tee,Pearl Necklace,Blunt,Designer Shades,None,0
1580,1593,Orange,Male,Shade 3,None,Sweatband,Hat,Black,Leather Jacket,None,Vape,Silver Piercings,Stache,0
1581,1882,Lavender,Female,Shade 3,None,Cowboy Hat,Hat,Platinum,Festival Top,None,Pipe,Designer Shades,None,1411
1582,2249,Green,Male,Shade 6,None,None,Spikey,Black,Camo Tee,Black Choker,None,Bridge Piercing,Pencil Jaw,0
1583,2149,Deco,Female,Shade 3,None,None,Mullet,Platinum,White Tee,Black Choker,Vape,Silver Piercings,None,6107
1584,152,Orange,Female,Shade 7,Emo Lover Tats,Bucket Hat,Hat,Pink,White Tank,Pearl Necklace,Surgical Mask,None,None,1107
1585,3276,Pink,Female,Shade 2,None,None,Shaggy,Black,Turtleneck,None,Vape,Designer Shades,None,5648
1586,2224,Orange,Female,Shade 7,None,None,Shaggy,Brown,Zip Up Hoodie,Black Choker,Septum Piercing,Designer Shades,None,5486
1587,4736,Orange,Male,Shade 6,None,None,Crew Cut,Red,Button up,None,None,None,None,0
1588,1017,Turquoise,Female,Shade 4,None,Sweatband,Hat,Blue,Camo Tee,Bling,Septum Piercing,None,None,0
1589,757,Blue,Male,Shade 4,None,Winter Hat,Hat,Brown,Ripped Up Tee,Silver Cuban,Cigarette,Future Shades,5 o'clock,0
1590,1106,Yellow,Male,Shade 7,None,Bucket Hat,Hat,Green,Rags,None,Pipe,Silver Piercings,Dapper Stache,2660
1591,947,Deco,Male,Shade 4,None,Backwards Hat,Hat,Red,White Tee,Gold Cuban,Cigarette,Designer Shades,Handlebars,2346
1592,436,Pink,Male,Shade 6,None,Forwards Cap,Hat,Blonde,Camo Tee,Pearl Necklace,Snake Bites,Sunglasses,Sideburns,1678
1593,1902,Lavender,Male,Shade 5,None,None,Buzzed Braids,Blonde,White Tank,Gold Cuban,Vape,Steampunk Shades,Full Goat,5473
1594,633,Pine,Male,Shade 6,None,Backwards Hat,Hat,Brown,Leather Jacket,Silver Cuban,Cigarette,Shutter Shades,Quarter Goat,5871
1595,871,Blue,Male,Shade 6,None,Bucket Hat,Hat,Black,Collard Tee,Gold Cuban,Cigarette,Reading Glasses,Quarter Goat,2845
1596,1868,Green,Male,Shade 2,None,None,Buzzed Braids,Black,Camo Tee,Gold Cuban,Pipe,Designer Shades 2,Handlebars,2742
1597,1309,Green,Male,Shade 6,None,None,Dreads,Green,White Tank,Gold Cuban,Vape,Future Shades,5 o'clock,5098
1598,2457,Orange,Female,Shade 7,None,None,Mohawk,Red,Zip Up Hoodie,Silver Cuban,Quellazaire,Reading Glasses,None,0
1599,3058,Turquoise,Male,Shade 4,None,None,Dreads,Brown,Turtleneck,None,Blunt,Reading Glasses,5 o'clock,3142
1600,328,Pine,Male,Shade 1,None,Trucker Hat,Hat,Green,Ripped Up Tee,Silver Cuban,Septum Piercing,Steampunk Shades,Full Goat,3208
1601,2180,Sand,Male,Shade 2,None,Sweatband,Hat,Blonde,White Tank,None,Cigarette,Bridge Piercing,5 o'clock,0
1602,1584,Mauve,Male,Shade 6,None,Forwards Cap,Hat,Red,Camo Tee,None,Snake Bites,Bridge Piercing,Quarter Goat,0
1603,1349,Pink,Male,Shade 1,None,None,Buzzed Braids,Red,Dirty Tee,Pearl Necklace,Blunt,Gold Piercings,Sideburns,5367
1604,401,Mauve,Male,Shade 7,None,Cowboy Hat,Hat,Black,Dirty Tee,Black Choker,Hydration Pack,Gold Piercings,Half Goat,5316
1605,1829,Pine,Male,Shade 7,None,Beanie,Hat,Green,Dirty Tee,None,Septum Piercing,Steampunk Shades,None,0
1606,653,Orange,Male,Shade 6,None,Horns,Hat,Blonde,Cut Off Sleeves,Gold Cuban,Wizard Pipe,Reading Glasses,5 o'clock,2773
1607,2884,Mauve,Female,Shade 4,None,None,Buzzed Braids,Platinum,White Tee,Gold Cuban,None,Eyepatch,None,0
1608,3508,Orange,Female,Shade 1,None,None,Shaggy,Black,White Tank,None,Blunt,Reading Glasses,None,0
1609,2000,Sand,Female,Shade 4,None,None,Crew Cut,Blonde,Dirty Tee,Gold Cuban,Quellazaire,Gold Piercings,None,2533
1610,799,Pink,Female,Shade 1,None,Cowboy Hat,Hat,Red,Leather Jacket,Black Choker,Vape,Eyepatch,None,3321
1611,4098,Blue,Female,Shade 5,None,None,Mullet,Red,Festival Top,None,None,None,None,4006
1612,2463,Light Purple,Female,Shade 7,None,None,Shaggy,Red,Hoodie,Gold Cuban,Cigarette,Bridge Piercing,None,3098
1613,4094,Green,Female,Shade 5,None,None,Shaggy,Brown,Festival Top,None,None,None,None,3849
1614,2158,Light Purple,Male,Shade 3,None,None,Mohawk,Red,White Tank,Silver Cuban,Cigarette,Designer Shades,Pencil Jaw,5969
1615,2103,Green,Female,Shade 4,None,Winter Hat,Hat,Blue,White Tank,Black Choker,None,None,None,1823
1616,4647,Blue,Male,Shade 1,None,None,Bowl Cut,Platinum,Zip Up Hoodie,None,None,None,None,3923
1617,3071,Pine,Female,Shade 5,None,None,Bowl Cut,Blonde,White Tee,Gold Cuban,None,Reading Glasses,None,5411
1618,2687,Yellow,Male,Shade 5,None,None,Mohawk,Red,Cut Off Sleeves,Black Choker,Blunt,None,Full Goat,2387
1619,538,Yellow,Male,Shade 5,None,Beanie,Hat,Black,Striped Tee,Gold Cuban,Wizard Pipe,Future Shades,Pencil Jaw,3574
1620,1581,Sand,Male,Shade 2,None,None,Bald,Black,Striped Tee,Silver Cuban,Pipe,Gold Piercings,Quarter Goat,2234
1621,3409,Lavender,Male,Shade 6,None,Sweatband,Hat,Red,Dirty Tee,None,None,None,Stache,2920
1622,2824,Yellow,Male,Shade 6,None,None,Shaggy,Black,Shirtless With Tats,None,Blunt,Sunglasses,Half Goat,1733
1623,1026,Lavender,Male,Shade 4,None,Forwards Cap,Hat,Blonde,Striped Tee,Pink Choker,None,Sunglasses,Pencil Jaw,0
1624,2585,Light Purple,Male,Shade 1,None,None,Mohawk,Black,Camo Tee,Gold Cuban,None,Eyepatch,Sideburns,6143
1625,2851,Sand,Female,Shade 3,None,None,Bowl Cut,Platinum,White Tee,Silver Cuban,None,Future Shades,None,0
1626,3901,Turquoise,Female,Shade 6,None,None,Buzzed Braids,Red,Hoodie,None,Pipe,None,None,3252
1627,3972,Turquoise,Male,Shade 7,None,None,Shaggy,Blonde,Turtleneck,None,Cigarette,None,None,0
1628,4203,Lavender,Female,Shade 1,None,None,Shoulder Length,Red,Zip Up Hoodie,None,None,None,None,0
1629,2492,Mauve,Female,Shade 5,None,None,Mohawk,Black,Zip Up Hoodie,Silver Cuban,Septum Piercing,Designer Shades,None,0
1630,3351,Light Purple,Female,Shade 1,None,None,Crew Cut,Red,Hoodie,Gold Cuban,Blunt,None,None,4958
1631,719,Green,Female,Shade 3,None,Bucket Hat,Hat,Red,Hoodie,Pink Choker,Snake Bites,Shutter Shades,None,668
1632,3476,Pine,Male,Shade 5,None,None,Bald,Platinum,Turtleneck,None,None,Gold Piercings,5 o'clock,5501
1633,4215,Turquoise,Female,Shade 6,None,None,Shoulder Length,Red,Zip Up Hoodie,None,None,None,None,5608
1634,2293,Yellow,Male,Shade 3,None,None,Crew Cut,Platinum,White Tank,Gold Cuban,Cigarette,Designer Shades 2,5 o'clock,2951
1635,1980,Deco,Female,Shade 3,None,None,Crew Cut,Blonde,Hoodie,Pearl Necklace,Snake Bites,Sunglasses,None,0
1636,985,Blue,Female,Shade 3,None,Bucket Hat,Hat,Red,Button up,Silver Cuban,Snake Bites,Shutter Shades,None,2648
1637,252,Orange,Male,Shade 2,None,Bucket Hat,Hat,Pink,Hoodie,Pink Choker,Hay,Bridge Piercing,Stache,2541
1638,2859,Sand,Female,Shade 3,None,None,Mohawk,Platinum,Camo Tee,Pearl Necklace,Cigarette,None,None,3267
1639,2579,Lavender,Female,Shade 5,None,None,Shaggy,Blonde,Hoodie,Silver Cuban,Pipe,Reading Glasses,None,582
1640,1981,Yellow,Female,Shade 1,None,None,Shaggy,Black,Ripped Up Tee,Black Choker,Quellazaire,Designer Shades 2,None,3283
1641,243,Light Purple,Male,Shade 3,None,Horns,Hat,Rainbow,White Tank,Bling,Hay,Silver Piercings,Full Goat,2826
1642,1677,Turquoise,Male,Shade 7,None,None,Buzzed Braids,Platinum,Hoodie,Black Choker,Quellazaire,Reading Glasses,Sideburns,2048
1643,3611,Mauve,Male,Shade 6,None,None,Crew Cut,Red,White Tank,Silver Cuban,Blunt,None,None,408
1644,354,Orange,Male,Shade 3,None,Cowboy Hat,Hat,Platinum,Striped Tee,Pink Choker,Septum Piercing,Designer Shades,Sideburns,4902
1645,1204,Pink,Female,Shade 6,None,None,Bowl Cut,Blue,White Tank,Pearl Necklace,Quellazaire,Shutter Shades,None,1583
1646,3612,Pine,Male,Shade 6,None,None,Bowl Cut,Red,Ripped Up Tee,None,Snake Bites,None,Stache,0
1647,3862,Pink,Male,Shade 5,None,None,Bald,Red,Shirtless With Tats,None,Pipe,None,None,0
1648,541,Blue,Male,Shade 4,None,Forwards Cap,Hat,Blonde,Camo Tee,Pearl Necklace,Septum Piercing,Bridge Piercing,Handlebars,0
1649,1508,Mauve,Female,Shade 3,None,Beanie,Hat,Black,Leather Jacket,Black Choker,None,Designer Shades 2,None,2568
1650,3807,Lavender,Female,Shade 7,None,None,Crew Cut,Black,Turtleneck,None,Snake Bites,None,None,0
1651,2268,Pine,Female,Shade 6,None,None,Dreads,Brown,Button up,Gold Cuban,Cigarette,Silver Piercings,None,5460
1652,2257,Pine,Female,Shade 4,None,None,Mohawk,Red,White Tee,Black Choker,Septum Piercing,Designer Shades,None,0
1653,496,Deco,Male,Shade 3,None,Forwards Cap,Hat,Blonde,Dirty Tee,Black Choker,Snake Bites,Future Shades,Quarter Goat,1545
1654,1164,Blue,Male,Shade 3,None,Beanie,Hat,Brown,Dirty Tee,Gold Cuban,None,3D Glasses,Stache,0
1655,1416,Orange,Male,Shade 5,None,None,Shaggy,Red,Cut Off Sleeves,Pearl Necklace,Snake Bites,Designer Shades 2,Handlebars,3236
1656,3370,Blue,Female,Shade 3,None,None,Mohawk,Blonde,White Tee,Silver Cuban,Blunt,None,None,0
1657,2137,Lavender,Female,Shade 3,None,None,Dreads,Red,Zip Up Hoodie,Black Choker,Blunt,Bridge Piercing,None,2286
1658,1231,Pine,Male,Shade 7,None,Bucket Hat,Hat,Blonde,Striped Tee,Silver Cuban,Wizard Pipe,None,Dapper Stache,3697
1659,280,Sand,Female,Shade 6,None,Winter Hat,Hat,Blue,Collard Tee,Pink Choker,Vape,3D Glasses,None,0
1660,3583,Yellow,Male,Shade 2,None,None,Crew Cut,Black,Turtleneck,None,None,Eyepatch,Sideburns,5487
1661,2300,Mauve,Female,Shade 4,None,None,Dreads,Brown,White Tank,Silver Cuban,Vape,Bridge Piercing,None,401
1662,4108,Pink,Female,Shade 5,None,None,Mohawk,Brown,Festival Top,None,None,None,None,2328
1663,159,Green,Male,Shade 1,Street Tats,Trucker Hat,Hat,Rainbow,White Tee,Bling,Hydration Pack,None,None,1857
1664,22,Green,Male,Shade 5,Lazy Boy Tats,Cowboy Hat,Hat,Pink,Dirty Tee,Pink Choker,Snake Bites,Steampunk Shades,Handlebars,0
1665,2080,Orange,Female,Shade 2,None,None,Shoulder Length,Blonde,Button up,Silver Cuban,Quellazaire,Designer Shades,None,651
1666,983,Yellow,Female,Shade 3,None,Forwards Cap,Hat,Black,Hawaiian Shirt,Gold Cuban,Blunt,Sunglasses,None,3262
1667,1809,Sand,Female,Shade 3,None,None,Mullet,Brown,Hawaiian Shirt,Gold Cuban,Quellazaire,Sunglasses,None,0
1668,1964,Orange,Female,Shade 5,None,Sweatband,Hat,Black,White Tee,Pearl Necklace,Septum Piercing,None,None,3647
1669,3321,Blue,Female,Shade 2,None,Beanie,Hat,Black,White Tank,None,Blunt,None,None,5113
1670,1840,Light Purple,Male,Shade 6,None,None,Spikey,Red,Zip Up Hoodie,Gold Cuban,Vape,Bridge Piercing,Half Goat,5431
1671,4398,Pink,Female,Shade 1,None,None,Mullet,Black,White Tee,None,None,None,None,0
1672,951,Turquoise,Female,Shade 4,None,Sweatband,Hat,Brown,Dirty Tee,Silver Cuban,Quellazaire,Eyepatch,None,5287
1673,1083,Lavender,Male,Shade 3,None,Forwards Cap,Hat,Rainbow,Turtleneck,None,Snake Bites,3D Glasses,Full Goat,5262
1674,4501,Green,Female,Shade 4,None,None,Mohawk,Brown,Hoodie,None,None,None,None,1386
1675,4468,Lavender,Female,Shade 5,None,None,Mullet,Black,Zip Up Hoodie,None,None,None,None,0
1676,2857,Lavender,Male,Shade 6,None,None,Shaggy,Black,Turtleneck,None,Wizard Pipe,Silver Piercings,5 o'clock,0
1677,93,Deco,Female,Shade 4,Emo Lover Tats,Sweatband,Hat,Red,Dirty Tee,Black Choker,Hydration Pack,Sunglasses,None,0
1678,2594,Turquoise,Female,Shade 3,None,None,Mullet,Black,White Tank,Gold Cuban,Cigarette,Designer Shades 2,None,5678
1679,3930,Mauve,Female,Shade 7,None,None,Crew Cut,Brown,Hoodie,None,Pipe,None,None,0
1680,4452,Orange,Male,Shade 4,None,None,Bowl Cut,Brown,Rags,None,None,None,None,0
1681,2010,Green,Male,Shade 3,None,None,Buzzed Braids,Red,Hoodie,Gold Cuban,Vape,Bridge Piercing,Full Goat,841
1682,3147,Deco,Male,Shade 5,None,None,Crew Cut,Platinum,Hoodie,None,Septum Piercing,Steampunk Shades,5 o'clock,0
1683,854,Lavender,Female,Shade 1,None,Forwards Cap,Hat,Black,Button up,Black Choker,Hay,Future Shades,None,0
1684,2419,Turquoise,Female,Shade 2,None,None,Dreads,Brown,White Tank,Silver Cuban,Septum Piercing,Designer Shades 2,None,2011
1685,1486,Yellow,Female,Shade 4,None,None,Spikey,Platinum,Striped Tee,Pearl Necklace,Pipe,Steampunk Shades,None,3603
1686,3931,Light Purple,Female,Shade 4,None,None,Mohawk,Black,Zip Up Hoodie,None,Blunt,None,None,0
1687,780,Blue,Female,Shade 2,None,Cowboy Hat,Hat,Platinum,Dirty Tee,Gold Cuban,Septum Piercing,Cyborg Glasses,None,0
1688,2858,Sand,Male,Shade 6,None,None,Shaggy,Red,White Tank,Black Choker,Septum Piercing,None,Quarter Goat,0
1689,1845,Blue,Male,Shade 4,None,None,Bald,Platinum,White Tank,Gold Cuban,Vape,Steampunk Shades,5 o'clock,0
1690,1537,Blue,Male,Shade 7,None,Bucket Hat,Hat,Platinum,Turtleneck,None,Cigarette,Bridge Piercing,Lined Up Soul Patch,0
1691,723,Pine,Female,Shade 1,None,Sweatband,Hat,Platinum,Hawaiian Shirt,Silver Cuban,Hay,Silver Piercings,None,4144
1692,237,Deco,Female,Shade 1,Emo Lover Tats,Sweatband,Hat,Black,Hawaiian Shirt,None,None,Future Shades,None,2554
1693,959,Turquoise,Female,Shade 2,None,None,Spikey,Pink,Dirty Tee,Black Choker,Respirator Mask,Future Shades,None,5170
1694,2701,Blue,Male,Shade 5,None,None,Dreads,Blonde,Button up,Gold Cuban,Vape,Reading Glasses,None,1016
1695,3019,Turquoise,Male,Shade 3,None,None,Bowl Cut,Blonde,Leather Jacket,None,Septum Piercing,Designer Shades 2,Full Goat,342
